text,translated_text,locations
"بعد ٢٠ يوم سنحتاج الى ليلى عبد اللطيف اكثر من اي يوم مضى ليس لتخبرنا عن انفجارات جديدة بل لتفرق بين المصابين بالانفلونزا الموسومية و كورونا فالعوارض واحدة.
#كورونا_لبنان","After 20 days, we will need Laila Abd al-Latif more than ever before, not to tell us about new explosions, but to differentiate between those infected with seasonal influenza and Corona, as the symptoms are the same.
# Corona_Lebanon",ببين | بعبدا | جليسة | بعدران | جديدة غزير
"ايها الطبيب : متى ينتهي هذا الوباء؟
الطبيب : لا اعلم فأنا لست خبيراً في السياسة ....
#كورونا_لبنان","Dear doctor: When will this epidemic end?
Doctor: I don’t know because I’m not an expert in politics ....
# Corona_Lebanon",عرمتى | السياحة | نا | الطيبة | نايا
"اقفال معمل كبيس بسبب كورونا
#لبنان
#كورونا","The closure of the Kabis factory due to Corona
#Lebanon
Corona",كور
"تعلموا يااااااا ناس من اصغر المخلوقات على الارض اذا حدا مرض بيحجز حاله بعيد عن مجموعته
 #كورونا_لبنان","Learn, ohhhh, people from the smallest creatures on earth.
 # Corona_Lebanon",نا | الا | حداثا | له
"#Covid_19 #coronavirus #coronavirusuk #كورونا_الكويت #كورونا_الجديد #StayAtHome
  #StayHome
  #كورونا #كورونا_لبنان #art #digitalart #arts  #media #dubai #kuwait #UAE #design   #illustration  #الكويت #vectorart  #Vector    #فن   #graphics #doodle #StreetArt #games #illustrationart","# Covid_19 #coronavirus #coronavirusuk # Corona_Kuwait #New Corona #StayAtHome
  #StayHome
  # Corona # Corona_Lebanon #art #digitalart #arts #media #dubai #kuwait #UAE #design #illustration # Kuwait #vectorart #Vector # art #graphics #doodle #StreetArt #games #illustrationart",كور
"#بالفيديو
محتجون يرفضون الالتزام بقرار التعبئه العامة للحد من انتشار فيروس #كورونا
#لبنان #يونيوز.","#Video
Protesters refuse to abide by the general mobilization decision to limit the spread of the Corona virus
# Lebanon # June.",روس | العاملية | بقرتا
"#صيدا خالفت قرار التعبئة العامة!  https://elsiyasa.com/article/128335
#كورونا #لبنان","# Saida violated the general mobilization decision! https://elsiyasa.com/article/128335
# Corona # Lebanon",صيدا | العاملية | ار | كور
"المهم فضح هالجهات والأسباب لهيك تصرف  غير أخلاقي
والأهم اذا الخبرية مش صحيحة تتحاسب الجهة اللى سوقت لهيك خبر
#كورونا
#كورونا_لبنان","The important thing is to expose these aspects and the reasons for this unethical behavior
The most important thing is if the news is not true, the party that marketed this news will be held accountable
Corona
# Corona_Lebanon",الخريبة | له | مغيرية | وق | له
"https://azmtayyar.org/Public/NewsAzm/422325/…
بلدية شكا: حالة إيجابية
#كورونا، #لبنان، #كورونا_لبنان","https://azmtayyar.org/Public/NewsAzm/422325/…
Chekka municipality: a positive case
#Corona, #Lebanon, #Corona_Lebanon",شكا | كحالة
"#كورونا_لبنان
حدا بيعرف إذا رفعوا حظر التجول؟","# Corona_Lebanon
Does anyone know if they lifted the curfew?",حداثا | الإذاعة | الجوزل
"#كورونا_لبنان
#كورونا","# Corona_Lebanon
Corona",
"لبنان قد يفقد السيطرة على وباء كورونا #لبنان #إصابات #كورونا
@elaph","Lebanon may lose control of the Corona epidemic # Lebanon # Corona injuries
@elaph",السيرة | البنا | كور | كوبا | ابا
"عدد الحالات الحرجة داخل المستشفى: 5

#طرابلس #كورونا #كورونا_لبنان #جنوبية #janoubia","Number of critical cases in the hospital: 5

# Tripoli # Corona # Corona_Lebanon # Southern #janoubia",طرابلس | حالات | الحجة | كور | بية
"مستشفى رفيق الحريري: 70 اصابة و26 حالة حرجة ولا وفيات
https://nbntv.me/?p=256849
#كورونا_لبنان","Rafic Hariri Hospital: 70 injuries, 26 critical cases, no deaths
https://nbntv.me/?p=256849
# Corona_Lebanon",ولا | كحالة | الحيري | مستشفى الروم
"""الصحة"": 5 إصابات جديدة على متن الرحلات القادمة إلى بيروت
#كورونا_لبنان","“Health”: 5 new injuries on board the flights coming to Beirut
# Corona_Lebanon",عين الصحة | ابا | جديدة غزير
"__
بحطو مناخيرن بكل شي
إلاااا بالكمامة،
ئال بينخنقو
￼
#كورونا_لبنان","__
I go to Manakhirn with everything
Except with the muzzle,
Aal Benchngo
￼
# Corona_Lebanon",
"بعض التغييرات البسيطة في النظام الغذائي قد تكون فعّالة للتخلص من الإمساك
#كورونا
#لبنان
#برشلونة
#يوم_المرأة_الإماراتية","A few simple dietary changes may be effective for relieving constipation
Corona
#Lebanon
#Barcelona
# EmiratiWomen's Day",البس | الناعمة
"Replying to
@samer_14_9_1984","Replying to
@samer_14_9_1984",
"#معلومة_عامة:
في أواخر القرن التاسع عشر الميلادي، اكتشف البشر إمكانية انتقال الصوت عبر الأثير، من هنا كان ابتكار #الراديو الذي أصبح أحد أبرز وأهم الابتكارات في السنوات الثمانين الأولى للقرن العشرين.

#كورونا #لبنان_ينتفض #التعبئة_العامة #إسرائيل","#General_information:
In the late nineteenth century AD, humans discovered the possibility of sound transmission over the air, hence the innovation of the radio, which became one of the most prominent and important innovations in the first eighty years of the twentieth century.

Coronavirus, Lebanon, rising up, and the general mobilization of Israel",القرن | عبرا | نا | الميل | الرادوف
" المجلس الاعلى للدفاع مدد #التعبئة حتى 31/12/2020

#لبنان
#كورونا_لبنان
#كورونا","The Supreme Defense Council extended the mobilization until 12/31/2020

#Lebanon
# Corona_Lebanon
Corona",حتى | الا | المجدل | كور
"التقرير اليومي لفيروس كورونا ""كوفيد -19""
التاريخ: الأربعاء 26 آب 2020
#حركة_أمل
#كورونا_لبنان
#خليك_بالبيت
#وطنك_بيتك
#كورونا","The daily report of the Coronavirus ""Covid-19""
Date: Wednesday 26 August 2020
Hope movement
# Corona_Lebanon
#StayHome
Your home is your home
Corona",روس | كور | التامرية | القرعي
"Another rise in #Covid_19 cases in #Lebanon with 561 new cases and another death. The total number of cases is now 14,248 with 139 deaths. #CoronaVirusUpdate #كورونا #كورونا_لبنان","Another rise in #Covid_19 cases in #Lebanon with 561 new cases and another death. The total number of cases is now 14,248 with 139 deaths. #CoronaVirusUpdate #كورونا #كورونا_لبنان",ne | كور
"@Hamad_hassan20
 الله يسامحك كيف سمحت انو رزقنا وحياتنا وحريتنا تكون بإيد الرايح والجايي ولي بيسوى ولي ما بيسوى
#الإقفال_جريمة
فرض الإلتزام للوقاية بس الإقفال صار قطع بالارزاق
#كورونا #لبنان_يحتضر","@ Hamadhassan
 May God forgive you, how did you allow our livelihood and our lives and our freedom to be in the hands of the winds and those who come, and I have nothing to do and I have nothing to settle
#Closure_ is a crime
Imposing commitment to prevention, but the closure has become a disruption of livelihood
# Corona # Lebanon is dying",صارة | بكيفا | عانوت | تولين | تولين
"كارمن لبس تُعلق على قرار التعبئة العامة بسبب كورونا https://beirutcom.net/189276 #BeirutcomMag via
@BeirutcomMag


@C_lebbos
 #كارمن_لبس #مشاهير #بيروتكم #اخبار #تعبئة_عامة #فيروس_كورونا #لبنان","Carmen Lebbos comments on the general mobilization decision due to Corona https://beirutcom.net/189276 #BeirutcomMag via
@BeirutcomMag


@C_lebbos
 #Carmen_lips # Celebrities # BeirutCom # News #Public Mobilization # Corona virus # Lebanon",البس | بيروت | العاملية | ار | كور
#كورونا_لبنان,# Corona_Lebanon,
كورونا #لبنان... الأسوأ ينتظرنا مطلع الشتاء!,Corona # Lebanon ... the worst awaits us at the beginning of winter!,كور
"وزارة الصحة اللبنانية تعلن عن إرتفاع عدد الإصابات إلى 14248 بعد تسجيل 561 إصابات جديدة، 557 لمقيمين و 4 وافدين. عدد الفحوصات 7327 فحص.
#كورونا  #لبنان  #بيروت","The Lebanese Ministry of Health announces that the number of injuries has risen to 14,248, after 561 new injuries were recorded, 557 residents and 4 expatriates. The number of examinations is 7327.
# Corona # Lebanon # Beirut",بيروت | ارة | عين الصحة | اللبنايا | بعدران
"Wednesday, August 26 at 8:11 PM

232 new patients have fully recovered from COVID-19, increasing the total number of recoveries to 3955 and reducing active cases to 10154. #كورونا_لبنان","Wednesday, August 26 at 8:11 PM

232 new patients have fully recovered from COVID-19, increasing the total number of recoveries to 3955 and reducing active cases to 10154. #كورونا_لبنان",ne
"فيروس كورونا :
إصابات جديدة : ٥٦١
العدد الإجمالي : ١٤٢٤٨
مقيمين : ٥٥٧
وافدين : ٤
عدد المصابين حالياً : ١٠١٥٤
حالات حرجة : ٧٤
وفيات :١٣٩
حالات شفاء : ٣٩٥٥
#كورونا
#كورونا_لبنان
#كورونا_الجديد
#فيروس_كورونا #خليك_بالبيت","Corona Virus :
New infections: 561
Total number: 14248
Residents: 557
Expatriates: 4
Currently, the number of injured: 10154
Critical situations: 74
Deaths: 139
Cures: 3,955
Corona
# Corona_Lebanon
#New Corona
Corona virus # Stay home",حالات | روس | كور | ابا | جديدة غزير
"٥٦١ اصابة جديدة بفيروس كورونا رفعت العدد ل ١٤,٢٤٨ اصابة و حالة وفاة رفعت العدد ل ١٣٩ #كورونا_لبنان","561 new cases of Corona virus raised the number to 14,248, and one death raised the number to 139 # Corona_Lebanon",كحالة | جديدة غزير | روس | كور
مش مقبول بقا ! لي مستغني عن حياتو ينتحر و ما يسبب الموت لغيرو ! #كورونا  #كورونا_لبنان,"Isn't acceptable, stay! Me dispensed with his life and commits suicide and what causes death to others! Corona # Corona_Lebanon",يات | الرموت | كور
"اعلان التعبئة العامة حتى نهاية السنة ليس لسبب جائحة #كورونا_لبنان الاكيد ان هناك اسباب اخرى ولا اصدق اعداد المصابين الذي تصدره وزارة الصحة
يعني تعلن التعبئة العامة لمدة اسبوعين،شهر واذا زادت الاصابات تمدد اسبوعين شهر مش ٥ شهور دفعة وحدة
الله اعلم شو اهداف #عهد_النحس ومعلمه حسن","Announcing the general mobilization until the end of the year is not due to the pandemic # Corona_Lebanon. Certainly there are other reasons, and I do not believe the number of injured people issued by the Ministry of Health
I mean, the general mobilization is announced for a period of two weeks, a month, and if the casualties increase, it will be extended for two weeks, a month, not 5 months, with a single payment
God knows what the goals of # Ahed_alnhas and his mentor Hassan",حتى | ولا | شهور | حسن | جليسة
